"Mod name","Registry name","Item ID","Display name","Recipe name","Tags"
"Minecraft","minecraft:activator_rail",726,"Activator Rail","minecraft:activator_rail","minecraft:rails"
"Minecraft","minecraft:amethyst_block",72,"Block of Amethyst","minecraft:amethyst_block","c:storage_blocks, c:amethyst_blocks, spectrum:amethyst_crystals"
"Minecraft","minecraft:andesite",6,"Andesite","minecraft:andesite","c:stone, c:stones, bookshelf:stones, balm:stones"
"Minecraft","minecraft:andesite_slab",626,"Andesite Slab","minecraft:andesite_slab","spectrum:no_cinderhearth_doubling, minecraft:slabs"
"Minecraft","minecraft:andesite_slab",626,"Andesite Slab","minecraft:andesite_slab_from_andesite_stonecutting","spectrum:no_cinderhearth_doubling, minecraft:slabs"
"Minecraft","minecraft:andesite_stairs",609,"Andesite Stairs","minecraft:andesite_stairs","spectrum:no_cinderhearth_doubling, minecraft:stairs"
"Minecraft","minecraft:andesite_stairs",609,"Andesite Stairs","minecraft:andesite_stairs_from_andesite_stonecutting","spectrum:no_cinderhearth_doubling, minecraft:stairs"
"Minecraft","minecraft:andesite_wall",385,"Andesite Wall","minecraft:andesite_wall","spectrum:no_cinderhearth_doubling, minecraft:walls"
"Minecraft","minecraft:andesite_wall",385,"Andesite Wall","minecraft:andesite_wall_from_andesite_stonecutting","spectrum:no_cinderhearth_doubling, minecraft:walls"
"Minecraft","minecraft:anvil",397,"Anvil","minecraft:anvil","minecraft:anvil"
"Minecraft","minecraft:armor_stand",1077,"Armor Stand","minecraft:armor_stand","dynamiccrosshair:blocks"
"Minecraft","minecraft:arrow",761,"Arrow","minecraft:arrow","minecraft:arrows"
"Minecraft","minecraft:baked_potato",1053,"Baked Potato","minecraft:baked_potato","dynamiccrosshair:usable, c:foods"
"Minecraft","minecraft:baked_potato",1053,"Baked Potato","minecraft:baked_potato_from_campfire_cooking","dynamiccrosshair:usable, c:foods"
"Minecraft","minecraft:baked_potato",1053,"Baked Potato","minecraft:baked_potato_from_smoking","dynamiccrosshair:usable, c:foods"
"Minecraft","minecraft:bamboo_block",122,"Block of Bamboo","minecraft:bamboo_block","minecraft:bamboo_blocks"
"Minecraft","minecraft:bamboo_button",670,"Bamboo Button","minecraft:bamboo_button","minecraft:buttons, minecraft:wooden_buttons"
"Minecraft","minecraft:bamboo_chest_raft",753,"Bamboo Raft with Chest","minecraft:bamboo_chest_raft","minecraft:chest_boats, dynamiccrosshair:blocks, minecraft:boats"
"Minecraft","minecraft:bamboo_door",697,"Bamboo Door","minecraft:bamboo_door","minecraft:wooden_doors, minecraft:doors"
"Minecraft","minecraft:bamboo_fence",297,"Bamboo Fence","minecraft:bamboo_fence","spectrum:no_cinderhearth_doubling, c:fences, minecraft:wooden_fences, c:wooden_fences, minecraft:fences"
"Minecraft","minecraft:bamboo_fence_gate",720,"Bamboo Fence Gate","minecraft:bamboo_fence_gate","minecraft:fence_gates"
"Minecraft","minecraft:bamboo_hanging_sign",865,"Bamboo Hanging Sign","minecraft:bamboo_hanging_sign","minecraft:hanging_signs"
"Minecraft","minecraft:bamboo_mosaic",34,"Bamboo Mosaic","minecraft:bamboo_mosaic",""
"Minecraft","minecraft:bamboo_mosaic_slab",239,"Bamboo Mosaic Slab","minecraft:bamboo_mosaic_slab","spectrum:no_cinderhearth_doubling, minecraft:slabs"
"Minecraft","minecraft:bamboo_mosaic_stairs",370,"Bamboo Mosaic Stairs","minecraft:bamboo_mosaic_stairs","spectrum:no_cinderhearth_doubling, minecraft:stairs"
"Minecraft","minecraft:bamboo_planks",31,"Bamboo Planks","minecraft:bamboo_planks","minecraft:planks"
"Minecraft","minecraft:bamboo_pressure_plate",685,"Bamboo Pressure Plate","minecraft:bamboo_pressure_plate","minecraft:wooden_pressure_plates"
"Minecraft","minecraft:bamboo_raft",752,"Bamboo Raft","minecraft:bamboo_raft","minecraft:boats, dynamiccrosshair:blocks"
"Minecraft","minecraft:bamboo_sign",854,"Bamboo Sign","minecraft:bamboo_sign","minecraft:signs"
"Minecraft","minecraft:bamboo_slab",238,"Bamboo Slab","minecraft:bamboo_slab","spectrum:no_cinderhearth_doubling, minecraft:wooden_slabs, minecraft:slabs"
"Minecraft","minecraft:bamboo_stairs",369,"Bamboo Stairs","minecraft:bamboo_stairs","spectrum:no_cinderhearth_doubling, minecraft:stairs, minecraft:wooden_stairs"
"Minecraft","minecraft:bamboo_trapdoor",709,"Bamboo Trapdoor","minecraft:bamboo_trapdoor","minecraft:wooden_trapdoors, minecraft:trapdoors"
"Minecraft","minecraft:barrel",1154,"Barrel","minecraft:barrel","c:villager_job_sites, c:barrels, c:wooden_barrels"
"Minecraft","minecraft:beacon",374,"Beacon","minecraft:beacon",""
"Minecraft","minecraft:beehive",1172,"Beehive","minecraft:beehive",""
"Minecraft","minecraft:birch_boat",740,"Birch Boat","minecraft:birch_boat","minecraft:boats, dynamiccrosshair:blocks"
"Minecraft","minecraft:birch_button",664,"Birch Button","minecraft:birch_button","minecraft:buttons, minecraft:wooden_buttons"
"Minecraft","minecraft:birch_chest_boat",741,"Birch Boat with Chest","minecraft:birch_chest_boat","minecraft:chest_boats, dynamiccrosshair:blocks, minecraft:boats"
"Minecraft","minecraft:birch_door",691,"Birch Door","minecraft:birch_door","minecraft:wooden_doors, minecraft:doors"
"Minecraft","minecraft:birch_fence",291,"Birch Fence","minecraft:birch_fence","spectrum:no_cinderhearth_doubling, c:fences, minecraft:wooden_fences, c:wooden_fences, minecraft:fences"
"Minecraft","minecraft:birch_fence_gate",714,"Birch Fence Gate","minecraft:birch_fence_gate","c:wooden_fence_gates, minecraft:fence_gates, c:fence_gates"
"Minecraft","minecraft:birch_hanging_sign",859,"Birch Hanging Sign","minecraft:birch_hanging_sign","minecraft:hanging_signs"
"Minecraft","minecraft:birch_planks",25,"Birch Planks","minecraft:birch_planks","minecraft:planks"
"Minecraft","minecraft:birch_pressure_plate",679,"Birch Pressure Plate","minecraft:birch_pressure_plate","minecraft:wooden_pressure_plates"
"Minecraft","minecraft:birch_sign",848,"Birch Sign","minecraft:birch_sign","minecraft:signs"
"Minecraft","minecraft:birch_slab",232,"Birch Slab","minecraft:birch_slab","spectrum:no_cinderhearth_doubling, minecraft:wooden_slabs, minecraft:slabs"
"Minecraft","minecraft:birch_stairs",363,"Birch Stairs","minecraft:birch_stairs","spectrum:no_cinderhearth_doubling, minecraft:stairs, minecraft:wooden_stairs"
"Minecraft","minecraft:birch_trapdoor",703,"Birch Trapdoor","minecraft:birch_trapdoor","minecraft:wooden_trapdoors, minecraft:trapdoors"
"Minecraft","minecraft:birch_wood",146,"Birch Wood","minecraft:birch_wood","minecraft:logs_that_burn, minecraft:logs, minecraft:completes_find_tree_tutorial, minecraft:birch_logs"
"Minecraft","minecraft:black_banner",1102,"Black Banner","minecraft:black_banner","minecraft:banners"
"Minecraft","minecraft:black_bed",939,"Black Bed","minecraft:black_bed","minecraft:beds"
"Minecraft","minecraft:black_bed",939,"Black Bed","minecraft:dye_black_bed","minecraft:beds"
"Minecraft","minecraft:black_candle",1206,"Black Candle","minecraft:black_candle","minecraft:candles"
"Minecraft","minecraft:black_carpet",439,"Black Carpet","minecraft:black_carpet","minecraft:wool_carpets, minecraft:dampens_vibrations"
"Minecraft","minecraft:black_carpet",439,"Black Carpet","minecraft:dye_black_carpet","minecraft:wool_carpets, minecraft:dampens_vibrations"
"Minecraft","minecraft:black_concrete_powder",564,"Black Concrete Powder","minecraft:black_concrete_powder","supplementaries:concrete_powders"
"Minecraft","minecraft:black_dye",919,"Black Dye","minecraft:black_dye","spectrum:dyes, balm:dyes, balm:black_dyes, minecraft:dyes, exposure:black_printing_dyes, supplementaries:blackboard_black, c:black_dyes, c:dyes"
"Minecraft","minecraft:black_dye",919,"Black Dye","minecraft:black_dye_from_wither_rose","spectrum:dyes, balm:dyes, balm:black_dyes, minecraft:dyes, exposure:black_printing_dyes, supplementaries:blackboard_black, c:black_dyes, c:dyes"
"Minecraft","minecraft:black_glazed_terracotta",532,"Black Glazed Terracotta","minecraft:black_glazed_terracotta",""
"Minecraft","minecraft:black_stained_glass",464,"Black Stained Glass","minecraft:black_stained_glass","c:silica_glass, c:stained_glass, c:glass_blocks, c:black_glass"
"Minecraft","minecraft:black_stained_glass_pane",480,"Black Stained Glass Pane","minecraft:black_stained_glass_pane","c:stained_glass_panes, exposure:filters, c:glass_panes, c:black_glass_panes"
"Minecraft","minecraft:black_stained_glass_pane",480,"Black Stained Glass Pane","minecraft:black_stained_glass_pane_from_glass_pane","c:stained_glass_panes, exposure:filters, c:glass_panes, c:black_glass_panes"
"Minecraft","minecraft:black_terracotta",420,"Black Terracotta","minecraft:black_terracotta","minecraft:terracotta"
"Minecraft","minecraft:black_wool",195,"Black Wool","minecraft:dye_black_wool","minecraft:wool, minecraft:dampens_vibrations"
"Minecraft","minecraft:blackstone_slab",1178,"Blackstone Slab","minecraft:blackstone_slab","spectrum:no_cinderhearth_doubling, minecraft:slabs"
"Minecraft","minecraft:blackstone_slab",1178,"Blackstone Slab","minecraft:blackstone_slab_from_blackstone_stonecutting","spectrum:no_cinderhearth_doubling, minecraft:slabs"
"Minecraft","minecraft:blackstone_stairs",1179,"Blackstone Stairs","minecraft:blackstone_stairs","spectrum:no_cinderhearth_doubling, minecraft:stairs"
"Minecraft","minecraft:blackstone_stairs",1179,"Blackstone Stairs","minecraft:blackstone_stairs_from_blackstone_stonecutting","spectrum:no_cinderhearth_doubling, minecraft:stairs"
"Minecraft","minecraft:blackstone_wall",390,"Blackstone Wall","minecraft:blackstone_wall","spectrum:no_cinderhearth_doubling, minecraft:walls"
"Minecraft","minecraft:blackstone_wall",390,"Blackstone Wall","minecraft:blackstone_wall_from_blackstone_stonecutting","spectrum:no_cinderhearth_doubling, minecraft:walls"
"Minecraft","minecraft:blast_furnace",1156,"Blast Furnace","minecraft:blast_furnace","c:villager_job_sites"
"Minecraft","minecraft:blaze_powder",961,"Blaze Powder","minecraft:blaze_powder",""
"Minecraft","minecraft:blue_banner",1098,"Blue Banner","minecraft:blue_banner","minecraft:banners"
"Minecraft","minecraft:blue_bed",935,"Blue Bed","minecraft:blue_bed","minecraft:beds"
"Minecraft","minecraft:blue_bed",935,"Blue Bed","minecraft:dye_blue_bed","minecraft:beds"
"Minecraft","minecraft:blue_candle",1202,"Blue Candle","minecraft:blue_candle","minecraft:candles"
"Minecraft","minecraft:blue_carpet",435,"Blue Carpet","minecraft:blue_carpet","minecraft:wool_carpets, minecraft:dampens_vibrations"
"Minecraft","minecraft:blue_carpet",435,"Blue Carpet","minecraft:dye_blue_carpet","minecraft:wool_carpets, minecraft:dampens_vibrations"
"Minecraft","minecraft:blue_concrete_powder",560,"Blue Concrete Powder","minecraft:blue_concrete_powder","supplementaries:concrete_powders"
"Minecraft","minecraft:blue_dye",915,"Blue Dye","minecraft:blue_dye","minecraft:dyes, balm:blue_dyes, supplementaries:blackboard_blue, c:dyes, spectrum:dyes, c:blue_dyes, balm:dyes"
"Minecraft","minecraft:blue_dye",915,"Blue Dye","minecraft:blue_dye_from_cornflower","minecraft:dyes, balm:blue_dyes, supplementaries:blackboard_blue, c:dyes, spectrum:dyes, c:blue_dyes, balm:dyes"
"Minecraft","minecraft:blue_glazed_terracotta",528,"Blue Glazed Terracotta","minecraft:blue_glazed_terracotta",""
"Minecraft","minecraft:blue_ice",597,"Blue Ice","minecraft:blue_ice","c:ice"
"Minecraft","minecraft:blue_stained_glass",460,"Blue Stained Glass","minecraft:blue_stained_glass","c:silica_glass, c:blue_glass, c:stained_glass, c:glass_blocks"
"Minecraft","minecraft:blue_stained_glass_pane",476,"Blue Stained Glass Pane","minecraft:blue_stained_glass_pane","exposure:filters, c:glass_panes, c:blue_glass_panes, c:stained_glass_panes, exposure:blue_filters"
"Minecraft","minecraft:blue_stained_glass_pane",476,"Blue Stained Glass Pane","minecraft:blue_stained_glass_pane_from_glass_pane","exposure:filters, c:glass_panes, c:blue_glass_panes, c:stained_glass_panes, exposure:blue_filters"
"Minecraft","minecraft:blue_terracotta",416,"Blue Terracotta","minecraft:blue_terracotta","minecraft:terracotta"
"Minecraft","minecraft:blue_wool",191,"Blue Wool","minecraft:dye_blue_wool","minecraft:wool, minecraft:dampens_vibrations"
"Minecraft","minecraft:bone_block",498,"Bone Block","minecraft:bone_block",""
"Minecraft","minecraft:bone_meal",920,"Bone Meal","minecraft:bone_meal","dynamiccrosshair:usable"
"Minecraft","minecraft:bone_meal",920,"Bone Meal","minecraft:bone_meal_from_bone_block","dynamiccrosshair:usable"
"Minecraft","minecraft:book",885,"Book","minecraft:book","minecraft:bookshelf_books, bookshelf:books, c:books, supplementaries:placeable_books, spectrum:enchantable_books"
"Minecraft","minecraft:bookshelf",264,"Bookshelf","minecraft:bookshelf","c:bookshelves"
"Minecraft","minecraft:bow",760,"Bow","minecraft:bow","bookshelf:bows, dynamiccrosshair:ranged_weapons, c:tools, c:bows, companion:charged_ranged_weapon"
"Minecraft","minecraft:bowl",808,"Bowl","minecraft:bowl",""
"Minecraft","minecraft:bread",815,"Bread","minecraft:kjs/bread","dynamiccrosshair:usable, c:foods"
"Minecraft","minecraft:brewing_stand",963,"Brewing Stand","minecraft:brewing_stand","c:villager_job_sites"
"Minecraft","minecraft:brick",881,"Brick","minecraft:brick","supplementaries:throwable_bricks, c:ingots, minecraft:decorated_pot_ingredients, c:brick_ingots, balm:ingots"
"Minecraft","minecraft:brick_slab",248,"Brick Slab","minecraft:brick_slab","spectrum:no_cinderhearth_doubling, minecraft:slabs"
"Minecraft","minecraft:brick_slab",248,"Brick Slab","minecraft:brick_slab_from_bricks_stonecutting","spectrum:no_cinderhearth_doubling, minecraft:slabs"
"Minecraft","minecraft:brick_stairs",339,"Brick Stairs","minecraft:brick_stairs","spectrum:no_cinderhearth_doubling, minecraft:stairs"
"Minecraft","minecraft:brick_stairs",339,"Brick Stairs","minecraft:brick_stairs_from_bricks_stonecutting","spectrum:no_cinderhearth_doubling, minecraft:stairs"
"Minecraft","minecraft:brick_wall",377,"Brick Wall","minecraft:brick_wall","spectrum:no_cinderhearth_doubling, minecraft:walls"
"Minecraft","minecraft:brick_wall",377,"Brick Wall","minecraft:brick_wall_from_bricks_stonecutting","spectrum:no_cinderhearth_doubling, minecraft:walls"
"Minecraft","minecraft:bricks",263,"Bricks","minecraft:bricks",""
"Minecraft","minecraft:brown_banner",1099,"Brown Banner","minecraft:brown_banner","minecraft:banners"
"Minecraft","minecraft:brown_bed",936,"Brown Bed","minecraft:brown_bed","minecraft:beds"
"Minecraft","minecraft:brown_bed",936,"Brown Bed","minecraft:dye_brown_bed","minecraft:beds"
"Minecraft","minecraft:brown_candle",1203,"Brown Candle","minecraft:brown_candle","minecraft:candles"
"Minecraft","minecraft:brown_carpet",436,"Brown Carpet","minecraft:brown_carpet","minecraft:wool_carpets, minecraft:dampens_vibrations"
"Minecraft","minecraft:brown_carpet",436,"Brown Carpet","minecraft:dye_brown_carpet","minecraft:wool_carpets, minecraft:dampens_vibrations"
"Minecraft","minecraft:brown_concrete_powder",561,"Brown Concrete Powder","minecraft:brown_concrete_powder","supplementaries:concrete_powders"
"Minecraft","minecraft:brown_dye",916,"Brown Dye","minecraft:brown_dye","spectrum:dyes, balm:dyes, minecraft:dyes, c:brown_dyes, exposure:photo_agers, balm:brown_dyes, c:dyes, supplementaries:blackboard_brown"
"Minecraft","minecraft:brown_glazed_terracotta",529,"Brown Glazed Terracotta","minecraft:brown_glazed_terracotta",""
"Minecraft","minecraft:brown_stained_glass",461,"Brown Stained Glass","minecraft:brown_stained_glass","c:silica_glass, c:stained_glass, c:glass_blocks, c:brown_glass"
"Minecraft","minecraft:brown_stained_glass_pane",477,"Brown Stained Glass Pane","minecraft:brown_stained_glass_pane","c:stained_glass_panes, c:brown_glass_panes, c:glass_panes, exposure:filters"
"Minecraft","minecraft:brown_stained_glass_pane",477,"Brown Stained Glass Pane","minecraft:brown_stained_glass_pane_from_glass_pane","c:stained_glass_panes, c:brown_glass_panes, c:glass_panes, exposure:filters"
"Minecraft","minecraft:brown_terracotta",417,"Brown Terracotta","minecraft:brown_terracotta","minecraft:terracotta"
"Minecraft","minecraft:brown_wool",192,"Brown Wool","minecraft:dye_brown_wool","minecraft:wool, minecraft:dampens_vibrations"
"Minecraft","minecraft:brush",1217,"Brush","minecraft:brush","dynamiccrosshair:always_usable_on_block"
"Minecraft","minecraft:bucket",868,"Bucket","minecraft:bucket","dynamiccrosshair:usable, c:empty_buckets"
"Minecraft","minecraft:cake",923,"Cake","minecraft:cake",""
"Minecraft","minecraft:calibrated_sculk_sensor",654,"Calibrated Sculk Sensor","minecraft:calibrated_sculk_sensor",""
"Minecraft","minecraft:campfire",1167,"Campfire","minecraft:campfire",""
"Minecraft","minecraft:candle",1190,"Candle","minecraft:candle","minecraft:candles"
"Minecraft","minecraft:carrot_on_a_stick",733,"Carrot on a Stick","minecraft:carrot_on_a_stick",""
"Minecraft","minecraft:cartography_table",1157,"Cartography Table","minecraft:cartography_table","c:villager_job_sites"
"Minecraft","minecraft:cauldron",964,"Cauldron","minecraft:cauldron","c:villager_job_sites"
"Minecraft","minecraft:chain",334,"Chain","minecraft:chain","supplementaries:chains"
"Minecraft","minecraft:charcoal",763,"Charcoal","minecraft:charcoal","c:coal, minecraft:coals, supplementaries:blackboard_black"
"Minecraft","minecraft:cherry_boat",746,"Cherry Boat","minecraft:cherry_boat","minecraft:boats, dynamiccrosshair:blocks"
"Minecraft","minecraft:cherry_button",667,"Cherry Button","minecraft:cherry_button","minecraft:buttons, minecraft:wooden_buttons"
"Minecraft","minecraft:cherry_chest_boat",747,"Cherry Boat with Chest","minecraft:cherry_chest_boat","minecraft:chest_boats, dynamiccrosshair:blocks, minecraft:boats"
"Minecraft","minecraft:cherry_door",694,"Cherry Door","minecraft:cherry_door","minecraft:wooden_doors, minecraft:doors"
"Minecraft","minecraft:cherry_fence",294,"Cherry Fence","minecraft:cherry_fence","spectrum:no_cinderhearth_doubling, c:fences, minecraft:wooden_fences, c:wooden_fences, minecraft:fences"
"Minecraft","minecraft:cherry_fence_gate",717,"Cherry Fence Gate","minecraft:cherry_fence_gate","minecraft:fence_gates"
"Minecraft","minecraft:cherry_hanging_sign",862,"Cherry Hanging Sign","minecraft:cherry_hanging_sign","minecraft:hanging_signs"
"Minecraft","minecraft:cherry_planks",28,"Cherry Planks","minecraft:cherry_planks","minecraft:planks"
"Minecraft","minecraft:cherry_pressure_plate",682,"Cherry Pressure Plate","minecraft:cherry_pressure_plate","minecraft:wooden_pressure_plates"
"Minecraft","minecraft:cherry_sign",851,"Cherry Sign","minecraft:cherry_sign","minecraft:signs"
"Minecraft","minecraft:cherry_slab",235,"Cherry Slab","minecraft:cherry_slab","spectrum:no_cinderhearth_doubling, minecraft:wooden_slabs, minecraft:slabs"
"Minecraft","minecraft:cherry_stairs",366,"Cherry Stairs","minecraft:cherry_stairs","spectrum:no_cinderhearth_doubling, minecraft:stairs, minecraft:wooden_stairs"
"Minecraft","minecraft:cherry_trapdoor",706,"Cherry Trapdoor","minecraft:cherry_trapdoor","minecraft:wooden_trapdoors, minecraft:trapdoors"
"Minecraft","minecraft:cherry_wood",149,"Cherry Wood","minecraft:cherry_wood","minecraft:logs_that_burn, minecraft:logs, minecraft:cherry_logs, minecraft:completes_find_tree_tutorial"
"Minecraft","minecraft:chest",277,"Chest","minecraft:chest","c:chests, c:wooden_chests, balm:wooden_chests"
"Minecraft","minecraft:chest_minecart",729,"Minecart with Chest","minecraft:chest_minecart",""
"Minecraft","minecraft:chiseled_bookshelf",265,"Chiseled Bookshelf","minecraft:chiseled_bookshelf",""
"Minecraft","minecraft:chiseled_deepslate",328,"Chiseled Deepslate","minecraft:chiseled_deepslate",""
"Minecraft","minecraft:chiseled_deepslate",328,"Chiseled Deepslate","minecraft:chiseled_deepslate_from_cobbled_deepslate_stonecutting",""
"Minecraft","minecraft:chiseled_nether_bricks",346,"Chiseled Nether Bricks","minecraft:chiseled_nether_bricks",""
"Minecraft","minecraft:chiseled_nether_bricks",346,"Chiseled Nether Bricks","minecraft:chiseled_nether_bricks_from_nether_bricks_stonecutting",""
"Minecraft","minecraft:chiseled_polished_blackstone",1184,"Chiseled Polished Blackstone","minecraft:chiseled_polished_blackstone",""
"Minecraft","minecraft:chiseled_polished_blackstone",1184,"Chiseled Polished Blackstone","minecraft:chiseled_polished_blackstone_from_blackstone_stonecutting",""
"Minecraft","minecraft:chiseled_polished_blackstone",1184,"Chiseled Polished Blackstone","minecraft:chiseled_polished_blackstone_from_polished_blackstone_stonecutting",""
"Minecraft","minecraft:chiseled_quartz_block",400,"Chiseled Quartz Block","minecraft:chiseled_quartz_block",""
"Minecraft","minecraft:chiseled_quartz_block",400,"Chiseled Quartz Block","minecraft:chiseled_quartz_block_from_quartz_block_stonecutting",""
"Minecraft","minecraft:chiseled_red_sandstone",489,"Chiseled Red Sandstone","minecraft:chiseled_red_sandstone","c:sandstone, c:red_sandstone_blocks, c:sandstone_blocks"
"Minecraft","minecraft:chiseled_red_sandstone",489,"Chiseled Red Sandstone","minecraft:chiseled_red_sandstone_from_red_sandstone_stonecutting","c:sandstone, c:red_sandstone_blocks, c:sandstone_blocks"
"Minecraft","minecraft:chiseled_sandstone",170,"Chiseled Sandstone","minecraft:chiseled_sandstone","c:uncolored_sandstone_blocks, c:sandstone, c:sandstone_blocks"
"Minecraft","minecraft:chiseled_sandstone",170,"Chiseled Sandstone","minecraft:chiseled_sandstone_from_sandstone_stonecutting","c:uncolored_sandstone_blocks, c:sandstone, c:sandstone_blocks"
"Minecraft","minecraft:chiseled_stone_bricks",321,"Chiseled Stone Bricks","minecraft:chiseled_stone_bricks","minecraft:stone_bricks"
"Minecraft","minecraft:chiseled_stone_bricks",321,"Chiseled Stone Bricks","minecraft:chiseled_stone_bricks_from_stone_bricks_stonecutting","minecraft:stone_bricks"
"Minecraft","minecraft:chiseled_stone_bricks",321,"Chiseled Stone Bricks","minecraft:chiseled_stone_bricks_stone_from_stonecutting","minecraft:stone_bricks"
"Minecraft","minecraft:clay",287,"Clay","minecraft:clay",""
"Minecraft","minecraft:clock",892,"Clock","minecraft:clock","bookshelf:clocks, c:clocks, minecraft:piglin_loved"
"Minecraft","minecraft:coal",762,"Coal","minecraft:coal","c:coal, minecraft:coals, supplementaries:blackboard_black"
"Minecraft","minecraft:coal",762,"Coal","minecraft:coal_from_blasting_coal_ore","c:coal, minecraft:coals, supplementaries:blackboard_black"
"Minecraft","minecraft:coal",762,"Coal","minecraft:coal_from_blasting_deepslate_coal_ore","c:coal, minecraft:coals, supplementaries:blackboard_black"
"Minecraft","minecraft:coal",762,"Coal","minecraft:coal_from_smelting_coal_ore","c:coal, minecraft:coals, supplementaries:blackboard_black"
"Minecraft","minecraft:coal",762,"Coal","minecraft:coal_from_smelting_deepslate_coal_ore","c:coal, minecraft:coals, supplementaries:blackboard_black"
"Minecraft","minecraft:coal_block",68,"Block of Coal","minecraft:coal_block","c:coal_blocks, c:storage_blocks"
"Minecraft","minecraft:coarse_dirt",16,"Coarse Dirt","minecraft:coarse_dirt","minecraft:dirt"
"Minecraft","minecraft:coast_armor_trim_smithing_template",1221,"Smithing Template","minecraft:coast_armor_trim_smithing_template","minecraft:trim_templates"
"Minecraft","minecraft:cobbled_deepslate_slab",630,"Cobbled Deepslate Slab","minecraft:cobbled_deepslate_slab","spectrum:no_cinderhearth_doubling, minecraft:slabs"
"Minecraft","minecraft:cobbled_deepslate_slab",630,"Cobbled Deepslate Slab","minecraft:cobbled_deepslate_slab_from_cobbled_deepslate_stonecutting","spectrum:no_cinderhearth_doubling, minecraft:slabs"
"Minecraft","minecraft:cobbled_deepslate_stairs",613,"Cobbled Deepslate Stairs","minecraft:cobbled_deepslate_stairs","spectrum:no_cinderhearth_doubling, minecraft:stairs"
"Minecraft","minecraft:cobbled_deepslate_stairs",613,"Cobbled Deepslate Stairs","minecraft:cobbled_deepslate_stairs_from_cobbled_deepslate_stonecutting","spectrum:no_cinderhearth_doubling, minecraft:stairs"
"Minecraft","minecraft:cobbled_deepslate_wall",393,"Cobbled Deepslate Wall","minecraft:cobbled_deepslate_wall","spectrum:no_cinderhearth_doubling, minecraft:walls"
"Minecraft","minecraft:cobbled_deepslate_wall",393,"Cobbled Deepslate Wall","minecraft:cobbled_deepslate_wall_from_cobbled_deepslate_stonecutting","spectrum:no_cinderhearth_doubling, minecraft:walls"
"Minecraft","minecraft:cobblestone_slab",247,"Cobblestone Slab","minecraft:cobblestone_slab","spectrum:no_cinderhearth_doubling, minecraft:slabs"
"Minecraft","minecraft:cobblestone_slab",247,"Cobblestone Slab","minecraft:cobblestone_slab_from_cobblestone_stonecutting","spectrum:no_cinderhearth_doubling, minecraft:slabs"
"Minecraft","minecraft:cobblestone_stairs",282,"Cobblestone Stairs","minecraft:cobblestone_stairs","spectrum:no_cinderhearth_doubling, minecraft:stairs"
"Minecraft","minecraft:cobblestone_stairs",282,"Cobblestone Stairs","minecraft:cobblestone_stairs_from_cobblestone_stonecutting","spectrum:no_cinderhearth_doubling, minecraft:stairs"
"Minecraft","minecraft:cobblestone_wall",375,"Cobblestone Wall","minecraft:cobblestone_wall","spectrum:no_cinderhearth_doubling, minecraft:walls"
