"Mod name","Registry name","Item ID","Display name","Tags"
"Minecraft","minecraft:armor_stand",1077,"Armor Stand","dynamiccrosshair:blocks"
"Minecraft","minecraft:arms_up_pottery_sherd",1237,"Arms Up Pottery Sherd","minecraft:decorated_pot_sherds, minecraft:decorated_pot_ingredients"
"Minecraft","minecraft:arrow",761,"Arrow","minecraft:arrows"
"Minecraft","minecraft:axolotl_bucket",879,"Bucket of Axolotl","c:entity_water_buckets, dynamiccrosshair:blocks, c:mob_buckets, bookshelf:mob_buckets"
"Minecraft","minecraft:axolotl_spawn_egg",968,"Axolotl Spawn Egg","spectrum:spawn_eggs"
"Minecraft","minecraft:azalea",175,"Azalea","minecraft:saplings, supplementaries:flower_box_plantable"
"Minecraft","minecraft:azalea_leaves",162,"Azalea Leaves","minecraft:completes_find_tree_tutorial, minecraft:leaves"
"Minecraft","minecraft:azure_bluet",200,"Azure Bluet","supplementaries:flower_box_plantable, minecraft:flowers, minecraft:small_flowers"
"Minecraft","minecraft:baked_potato",1053,"Baked Potato","dynamiccrosshair:usable, c:foods"
"Minecraft","minecraft:bamboo",229,"Bamboo","naturalist:tortoise_tempt_items, supplementaries:flower_box_plantable"
"Minecraft","minecraft:bamboo_block",122,"Block of Bamboo","minecraft:bamboo_blocks"
"Minecraft","minecraft:bamboo_button",670,"Bamboo Button","minecraft:buttons, minecraft:wooden_buttons"
"Minecraft","minecraft:bamboo_chest_raft",753,"Bamboo Raft with Chest","minecraft:chest_boats, dynamiccrosshair:blocks, minecraft:boats"
"Minecraft","minecraft:bamboo_door",697,"Bamboo Door","minecraft:wooden_doors, minecraft:doors"
"Minecraft","minecraft:bamboo_fence",297,"Bamboo Fence","spectrum:no_cinderhearth_doubling, c:fences, minecraft:wooden_fences, c:wooden_fences, minecraft:fences"
"Minecraft","minecraft:bamboo_fence_gate",720,"Bamboo Fence Gate","minecraft:fence_gates"
"Minecraft","minecraft:bamboo_hanging_sign",865,"Bamboo Hanging Sign","minecraft:hanging_signs"
"Minecraft","minecraft:bamboo_mosaic",34,"Bamboo Mosaic",""
"Minecraft","minecraft:bamboo_mosaic_slab",239,"Bamboo Mosaic Slab","spectrum:no_cinderhearth_doubling, minecraft:slabs"
"Minecraft","minecraft:bamboo_mosaic_stairs",370,"Bamboo Mosaic Stairs","spectrum:no_cinderhearth_doubling, minecraft:stairs"
"Minecraft","minecraft:bamboo_planks",31,"Bamboo Planks","minecraft:planks"
"Minecraft","minecraft:bamboo_pressure_plate",685,"Bamboo Pressure Plate","minecraft:wooden_pressure_plates"
"Minecraft","minecraft:bamboo_raft",752,"Bamboo Raft","minecraft:boats, dynamiccrosshair:blocks"
"Minecraft","minecraft:bamboo_sign",854,"Bamboo Sign","minecraft:signs"
"Minecraft","minecraft:bamboo_slab",238,"Bamboo Slab","spectrum:no_cinderhearth_doubling, minecraft:wooden_slabs, minecraft:slabs"
"Minecraft","minecraft:bamboo_stairs",369,"Bamboo Stairs","spectrum:no_cinderhearth_doubling, minecraft:stairs, minecraft:wooden_stairs"
"Minecraft","minecraft:bamboo_trapdoor",709,"Bamboo Trapdoor","minecraft:wooden_trapdoors, minecraft:trapdoors"
"Minecraft","minecraft:barrel",1154,"Barrel","c:villager_job_sites, c:barrels, c:wooden_barrels"
"Minecraft","minecraft:barrier",421,"Barrier",""
"Minecraft","minecraft:basalt",306,"Basalt",""
"Minecraft","minecraft:bat_spawn_egg",969,"Bat Spawn Egg","spectrum:spawn_eggs"
"Minecraft","minecraft:beacon",374,"Beacon",""
"Minecraft","minecraft:bedrock",43,"Bedrock",""
"Minecraft","minecraft:bee_nest",1171,"Bee Nest",""
"Minecraft","minecraft:bee_spawn_egg",970,"Bee Spawn Egg","spectrum:spawn_eggs"
"Minecraft","minecraft:beef",947,"Raw Beef","c:foods, spectrum:raw_common_meats, dynamiccrosshair:usable, naturalist:alligator_food_items"
"Minecraft","minecraft:beehive",1172,"Beehive",""
"Minecraft","minecraft:beetroot",1108,"Beetroot","naturalist:boar_food_items, c:crops/beetroot, c:foods, c:vegetables, c:crops, dynamiccrosshair:usable"
"Minecraft","minecraft:beetroot_seeds",1109,"Beetroot Seeds","minecraft:villager_plantable_seeds, naturalist:bird_food_items, c:beetroot_seeds, c:seeds"
"Minecraft","minecraft:beetroot_soup",1110,"Beetroot Soup","dynamiccrosshair:usable, c:foods"
"Minecraft","minecraft:bell",1162,"Bell","minecraft:piglin_loved"
"Minecraft","minecraft:big_dripleaf",227,"Big Dripleaf","supplementaries:flower_box_plantable"
"Minecraft","minecraft:birch_boat",740,"Birch Boat","minecraft:boats, dynamiccrosshair:blocks"
"Minecraft","minecraft:birch_button",664,"Birch Button","minecraft:buttons, minecraft:wooden_buttons"
"Minecraft","minecraft:birch_chest_boat",741,"Birch Boat with Chest","minecraft:chest_boats, dynamiccrosshair:blocks, minecraft:boats"
"Minecraft","minecraft:birch_door",691,"Birch Door","minecraft:wooden_doors, minecraft:doors"
"Minecraft","minecraft:birch_fence",291,"Birch Fence","spectrum:no_cinderhearth_doubling, c:fences, minecraft:wooden_fences, c:wooden_fences, minecraft:fences"
"Minecraft","minecraft:birch_fence_gate",714,"Birch Fence Gate","c:wooden_fence_gates, minecraft:fence_gates, c:fence_gates"
"Minecraft","minecraft:birch_hanging_sign",859,"Birch Hanging Sign","minecraft:hanging_signs"
"Minecraft","minecraft:birch_leaves",156,"Birch Leaves","minecraft:completes_find_tree_tutorial, minecraft:leaves"
"Minecraft","minecraft:birch_log",112,"Birch Log","minecraft:logs_that_burn, minecraft:logs, minecraft:completes_find_tree_tutorial, minecraft:birch_logs"
"Minecraft","minecraft:birch_planks",25,"Birch Planks","minecraft:planks"
"Minecraft","minecraft:birch_pressure_plate",679,"Birch Pressure Plate","minecraft:wooden_pressure_plates"
"Minecraft","minecraft:birch_sapling",37,"Birch Sapling","minecraft:saplings, supplementaries:flower_box_plantable"
"Minecraft","minecraft:birch_sign",848,"Birch Sign","minecraft:signs"
"Minecraft","minecraft:birch_slab",232,"Birch Slab","spectrum:no_cinderhearth_doubling, minecraft:wooden_slabs, minecraft:slabs"
"Minecraft","minecraft:birch_stairs",363,"Birch Stairs","spectrum:no_cinderhearth_doubling, minecraft:stairs, minecraft:wooden_stairs"
"Minecraft","minecraft:birch_trapdoor",703,"Birch Trapdoor","minecraft:wooden_trapdoors, minecraft:trapdoors"
"Minecraft","minecraft:birch_wood",146,"Birch Wood","minecraft:logs_that_burn, minecraft:logs, minecraft:completes_find_tree_tutorial, minecraft:birch_logs"
"Minecraft","minecraft:black_banner",1102,"Black Banner","minecraft:banners"
"Minecraft","minecraft:black_bed",939,"Black Bed","minecraft:beds"
"Minecraft","minecraft:black_candle",1206,"Black Candle","minecraft:candles"
"Minecraft","minecraft:black_carpet",439,"Black Carpet","minecraft:wool_carpets, minecraft:dampens_vibrations"
"Minecraft","minecraft:black_concrete",548,"Black Concrete",""
"Minecraft","minecraft:black_concrete_powder",564,"Black Concrete Powder","supplementaries:concrete_powders"
"Minecraft","minecraft:black_dye",919,"Black Dye","spectrum:dyes, balm:dyes, balm:black_dyes, minecraft:dyes, exposure:black_printing_dyes, supplementaries:blackboard_black, c:black_dyes, c:dyes"
"Minecraft","minecraft:black_glazed_terracotta",532,"Black Glazed Terracotta",""
"Minecraft","minecraft:black_shulker_box",516,"Black Shulker Box","c:shulker_boxes, minecraft:shulker_boxes, supplementaries:shulker_blacklist"
"Minecraft","minecraft:black_stained_glass",464,"Black Stained Glass","c:silica_glass, c:stained_glass, c:glass_blocks, c:black_glass"
"Minecraft","minecraft:black_stained_glass_pane",480,"Black Stained Glass Pane","c:stained_glass_panes, exposure:filters, c:glass_panes, c:black_glass_panes"
"Minecraft","minecraft:black_terracotta",420,"Black Terracotta","minecraft:terracotta"
"Minecraft","minecraft:black_wool",195,"Black Wool","minecraft:wool, minecraft:dampens_vibrations"
"Minecraft","minecraft:blackstone",1177,"Blackstone","minecraft:stone_tool_materials, minecraft:stone_crafting_materials"
"Minecraft","minecraft:blackstone_slab",1178,"Blackstone Slab","spectrum:no_cinderhearth_doubling, minecraft:slabs"
"Minecraft","minecraft:blackstone_stairs",1179,"Blackstone Stairs","spectrum:no_cinderhearth_doubling, minecraft:stairs"
"Minecraft","minecraft:blackstone_wall",390,"Blackstone Wall","spectrum:no_cinderhearth_doubling, minecraft:walls"
"Minecraft","minecraft:blade_pottery_sherd",1238,"Blade Pottery Sherd","minecraft:decorated_pot_sherds, minecraft:decorated_pot_ingredients"
"Minecraft","minecraft:blast_furnace",1156,"Blast Furnace","c:villager_job_sites"
"Minecraft","minecraft:blaze_powder",961,"Blaze Powder",""
"Minecraft","minecraft:blaze_rod",953,"Blaze Rod","c:rods, c:blaze_rods"
"Minecraft","minecraft:blaze_spawn_egg",971,"Blaze Spawn Egg","spectrum:spawn_eggs"
"Minecraft","minecraft:blue_banner",1098,"Blue Banner","minecraft:banners"
"Minecraft","minecraft:blue_bed",935,"Blue Bed","minecraft:beds"
"Minecraft","minecraft:blue_candle",1202,"Blue Candle","minecraft:candles"
"Minecraft","minecraft:blue_carpet",435,"Blue Carpet","minecraft:wool_carpets, minecraft:dampens_vibrations"
"Minecraft","minecraft:blue_concrete",544,"Blue Concrete",""
"Minecraft","minecraft:blue_concrete_powder",560,"Blue Concrete Powder","supplementaries:concrete_powders"
"Minecraft","minecraft:blue_dye",915,"Blue Dye","minecraft:dyes, balm:blue_dyes, supplementaries:blackboard_blue, c:dyes, spectrum:dyes, c:blue_dyes, balm:dyes"
"Minecraft","minecraft:blue_glazed_terracotta",528,"Blue Glazed Terracotta",""
"Minecraft","minecraft:blue_ice",597,"Blue Ice","c:ice"
"Minecraft","minecraft:blue_orchid",198,"Blue Orchid","supplementaries:flower_box_plantable, minecraft:flowers, minecraft:small_flowers"
"Minecraft","minecraft:blue_shulker_box",512,"Blue Shulker Box","c:shulker_boxes, minecraft:shulker_boxes, supplementaries:shulker_blacklist"
"Minecraft","minecraft:blue_stained_glass",460,"Blue Stained Glass","c:silica_glass, c:blue_glass, c:stained_glass, c:glass_blocks"
"Minecraft","minecraft:blue_stained_glass_pane",476,"Blue Stained Glass Pane","exposure:filters, c:glass_panes, c:blue_glass_panes, c:stained_glass_panes, exposure:blue_filters"
"Minecraft","minecraft:blue_terracotta",416,"Blue Terracotta","minecraft:terracotta"
"Minecraft","minecraft:blue_wool",191,"Blue Wool","minecraft:wool, minecraft:dampens_vibrations"
"Minecraft","minecraft:bone",921,"Bone","spectral_seas:grave_trash, c:bones"
"Minecraft","minecraft:bone_block",498,"Bone Block",""
"Minecraft","minecraft:bone_meal",920,"Bone Meal","dynamiccrosshair:usable"
"Minecraft","minecraft:book",885,"Book","minecraft:bookshelf_books, bookshelf:books, c:books, supplementaries:placeable_books, spectrum:enchantable_books"
"Minecraft","minecraft:bookshelf",264,"Bookshelf","c:bookshelves"
"Minecraft","minecraft:bow",760,"Bow","bookshelf:bows, dynamiccrosshair:ranged_weapons, c:tools, c:bows, companion:charged_ranged_weapon"
"Minecraft","minecraft:bowl",808,"Bowl",""
"Minecraft","minecraft:brain_coral",578,"Brain Coral",""
"Minecraft","minecraft:brain_coral_block",573,"Brain Coral Block",""
"Minecraft","minecraft:brain_coral_fan",588,"Brain Coral Fan",""
"Minecraft","minecraft:bread",815,"Bread","dynamiccrosshair:usable, c:foods"
"Minecraft","minecraft:brewer_pottery_sherd",1239,"Brewer Pottery Sherd","minecraft:decorated_pot_sherds, minecraft:decorated_pot_ingredients"
"Minecraft","minecraft:brewing_stand",963,"Brewing Stand","c:villager_job_sites"
"Minecraft","minecraft:brick",881,"Brick","supplementaries:throwable_bricks, c:ingots, minecraft:decorated_pot_ingredients, c:brick_ingots, balm:ingots"
"Minecraft","minecraft:brick_slab",248,"Brick Slab","spectrum:no_cinderhearth_doubling, minecraft:slabs"
"Minecraft","minecraft:brick_stairs",339,"Brick Stairs","spectrum:no_cinderhearth_doubling, minecraft:stairs"
"Minecraft","minecraft:brick_wall",377,"Brick Wall","spectrum:no_cinderhearth_doubling, minecraft:walls"
"Minecraft","minecraft:bricks",263,"Bricks",""
"Minecraft","minecraft:brown_banner",1099,"Brown Banner","minecraft:banners"
"Minecraft","minecraft:brown_bed",936,"Brown Bed","minecraft:beds"
"Minecraft","minecraft:brown_candle",1203,"Brown Candle","minecraft:candles"
"Minecraft","minecraft:brown_carpet",436,"Brown Carpet","minecraft:wool_carpets, minecraft:dampens_vibrations"
"Minecraft","minecraft:brown_concrete",545,"Brown Concrete",""
"Minecraft","minecraft:brown_concrete_powder",561,"Brown Concrete Powder","supplementaries:concrete_powders"
"Minecraft","minecraft:brown_dye",916,"Brown Dye","spectrum:dyes, balm:dyes, minecraft:dyes, c:brown_dyes, exposure:photo_agers, balm:brown_dyes, c:dyes, supplementaries:blackboard_brown"
"Minecraft","minecraft:brown_glazed_terracotta",529,"Brown Glazed Terracotta",""
"Minecraft","minecraft:brown_mushroom",212,"Brown Mushroom","supplementaries:flower_box_plantable, c:mushrooms, naturalist:tortoise_tempt_items"
"Minecraft","minecraft:brown_mushroom_block",330,"Brown Mushroom Block",""
"Minecraft","minecraft:brown_shulker_box",513,"Brown Shulker Box","c:shulker_boxes, minecraft:shulker_boxes, supplementaries:shulker_blacklist"
"Minecraft","minecraft:brown_stained_glass",461,"Brown Stained Glass","c:silica_glass, c:stained_glass, c:glass_blocks, c:brown_glass"
"Minecraft","minecraft:brown_stained_glass_pane",477,"Brown Stained Glass Pane","c:stained_glass_panes, c:brown_glass_panes, c:glass_panes, exposure:filters"
"Minecraft","minecraft:brown_terracotta",417,"Brown Terracotta","minecraft:terracotta"
"Minecraft","minecraft:brown_wool",192,"Brown Wool","minecraft:wool, minecraft:dampens_vibrations"
"Minecraft","minecraft:brush",1217,"Brush","dynamiccrosshair:always_usable_on_block"
"Minecraft","minecraft:bubble_coral",579,"Bubble Coral",""
"Minecraft","minecraft:bubble_coral_block",574,"Bubble Coral Block",""
"Minecraft","minecraft:bubble_coral_fan",589,"Bubble Coral Fan",""
"Minecraft","minecraft:bucket",868,"Bucket","dynamiccrosshair:usable, c:empty_buckets"
"Minecraft","minecraft:budding_amethyst",73,"Budding Amethyst","spectrum:amethyst_crystals, c:budding_blocks"
"Minecraft","minecraft:bundle",890,"Bundle","dynamiccrosshair:usable"
"Minecraft","minecraft:burn_pottery_sherd",1240,"Burn Pottery Sherd","minecraft:decorated_pot_sherds, minecraft:decorated_pot_ingredients"
"Minecraft","minecraft:cactus",286,"Cactus","naturalist:tortoise_tempt_items, supplementaries:flower_box_plantable"
"Minecraft","minecraft:cake",923,"Cake",""
"Minecraft","minecraft:calcite",11,"Calcite",""
"Minecraft","minecraft:calibrated_sculk_sensor",654,"Calibrated Sculk Sensor",""
"Minecraft","minecraft:camel_spawn_egg",973,"Camel Spawn Egg",""
"Minecraft","minecraft:campfire",1167,"Campfire",""
"Minecraft","minecraft:candle",1190,"Candle","minecraft:candles"
"Minecraft","minecraft:carrot",1051,"Carrot","c:crops/carrot, dynamiccrosshair:usable, naturalist:boar_food_items, minecraft:villager_plantable_seeds, c:vegetables, c:foods, c:crops"
"Minecraft","minecraft:carrot_on_a_stick",733,"Carrot on a Stick",""
"Minecraft","minecraft:cartography_table",1157,"Cartography Table","c:villager_job_sites"
"Minecraft","minecraft:carved_pumpkin",301,"Carved Pumpkin",""
"Minecraft","minecraft:cat_spawn_egg",972,"Cat Spawn Egg","spectrum:spawn_eggs"
"Minecraft","minecraft:cauldron",964,"Cauldron","c:villager_job_sites"
"Minecraft","minecraft:cave_spider_spawn_egg",974,"Cave Spider Spawn Egg","spectrum:spawn_eggs"
"Minecraft","minecraft:chain",334,"Chain","supplementaries:chains"
"Minecraft","minecraft:chain_command_block",493,"Chain Command Block",""
"Minecraft","minecraft:chainmail_boots",823,"Chainmail Boots","c:armors, c:boots, bookshelf:boots, minecraft:trimmable_armor, supplementaries:ignite_flint_blocks, c:armor, bookshelf:armor"
"Minecraft","minecraft:chainmail_chestplate",821,"Chainmail Chestplate","bookshelf:chestplates, c:chestplates, minecraft:trimmable_armor, bookshelf:armor, c:armor, c:armors"
"Minecraft","minecraft:chainmail_helmet",820,"Chainmail Helmet","bookshelf:helmets, c:helmets, minecraft:trimmable_armor, bookshelf:armor, c:armor, c:armors"
"Minecraft","minecraft:chainmail_leggings",822,"Chainmail Leggings","bookshelf:leggings, c:leggings, minecraft:trimmable_armor, bookshelf:armor, c:armor, c:armors"
"Minecraft","minecraft:charcoal",763,"Charcoal","c:coal, minecraft:coals, supplementaries:blackboard_black"
"Minecraft","minecraft:cherry_boat",746,"Cherry Boat","minecraft:boats, dynamiccrosshair:blocks"
"Minecraft","minecraft:cherry_button",667,"Cherry Button","minecraft:buttons, minecraft:wooden_buttons"
"Minecraft","minecraft:cherry_chest_boat",747,"Cherry Boat with Chest","minecraft:chest_boats, dynamiccrosshair:blocks, minecraft:boats"
"Minecraft","minecraft:cherry_door",694,"Cherry Door","minecraft:wooden_doors, minecraft:doors"
"Minecraft","minecraft:cherry_fence",294,"Cherry Fence","spectrum:no_cinderhearth_doubling, c:fences, minecraft:wooden_fences, c:wooden_fences, minecraft:fences"
"Minecraft","minecraft:cherry_fence_gate",717,"Cherry Fence Gate","minecraft:fence_gates"
"Minecraft","minecraft:cherry_hanging_sign",862,"Cherry Hanging Sign","minecraft:hanging_signs"
"Minecraft","minecraft:cherry_leaves",159,"Cherry Leaves","minecraft:flowers, minecraft:leaves, supplementaries:flower_box_plantable, minecraft:completes_find_tree_tutorial"
"Minecraft","minecraft:cherry_log",115,"Cherry Log","minecraft:logs_that_burn, minecraft:logs, minecraft:cherry_logs, minecraft:completes_find_tree_tutorial"
"Minecraft","minecraft:cherry_planks",28,"Cherry Planks","minecraft:planks"
"Minecraft","minecraft:cherry_pressure_plate",682,"Cherry Pressure Plate","minecraft:wooden_pressure_plates"
"Minecraft","minecraft:cherry_sapling",40,"Cherry Sapling","minecraft:saplings, supplementaries:flower_box_plantable"
"Minecraft","minecraft:cherry_sign",851,"Cherry Sign","minecraft:signs"
"Minecraft","minecraft:cherry_slab",235,"Cherry Slab","spectrum:no_cinderhearth_doubling, minecraft:wooden_slabs, minecraft:slabs"
"Minecraft","minecraft:cherry_stairs",366,"Cherry Stairs","spectrum:no_cinderhearth_doubling, minecraft:stairs, minecraft:wooden_stairs"
"Minecraft","minecraft:cherry_trapdoor",706,"Cherry Trapdoor","minecraft:wooden_trapdoors, minecraft:trapdoors"
"Minecraft","minecraft:cherry_wood",149,"Cherry Wood","minecraft:logs_that_burn, minecraft:logs, minecraft:cherry_logs, minecraft:completes_find_tree_tutorial"
"Minecraft","minecraft:chest",277,"Chest","c:chests, c:wooden_chests, balm:wooden_chests"
"Minecraft","minecraft:chest_minecart",729,"Minecart with Chest",""
"Minecraft","minecraft:chicken",949,"Raw Chicken","dynamiccrosshair:usable, c:foods, naturalist:alligator_food_items, spectrum:raw_common_meats, naturalist:snake_tempt_items"
"Minecraft","minecraft:chicken_spawn_egg",975,"Chicken Spawn Egg","spectrum:spawn_eggs"
"Minecraft","minecraft:chipped_anvil",398,"Chipped Anvil","minecraft:anvil"
"Minecraft","minecraft:chiseled_bookshelf",265,"Chiseled Bookshelf",""
"Minecraft","minecraft:chiseled_deepslate",328,"Chiseled Deepslate",""
"Minecraft","minecraft:chiseled_nether_bricks",346,"Chiseled Nether Bricks",""
"Minecraft","minecraft:chiseled_polished_blackstone",1184,"Chiseled Polished Blackstone",""
"Minecraft","minecraft:chiseled_quartz_block",400,"Chiseled Quartz Block",""
"Minecraft","minecraft:chiseled_red_sandstone",489,"Chiseled Red Sandstone","c:sandstone, c:red_sandstone_blocks, c:sandstone_blocks"
"Minecraft","minecraft:chiseled_sandstone",170,"Chiseled Sandstone","c:uncolored_sandstone_blocks, c:sandstone, c:sandstone_blocks"
"Minecraft","minecraft:chiseled_stone_bricks",321,"Chiseled Stone Bricks","minecraft:stone_bricks"
"Minecraft","minecraft:chorus_flower",272,"Chorus Flower",""
"Minecraft","minecraft:chorus_fruit",1104,"Chorus Fruit","dynamiccrosshair:usable, c:foods"
"Minecraft","minecraft:chorus_plant",271,"Chorus Plant",""
"Minecraft","minecraft:clay",287,"Clay",""
"Minecraft","minecraft:clay_ball",882,"Clay Ball",""
"Minecraft","minecraft:clock",892,"Clock","bookshelf:clocks, c:clocks, minecraft:piglin_loved"
"Minecraft","minecraft:coal",762,"Coal","c:coal, minecraft:coals, supplementaries:blackboard_black"
"Minecraft","minecraft:coal_block",68,"Block of Coal","c:coal_blocks, c:storage_blocks"
"Minecraft","minecraft:coal_ore",49,"Coal Ore","c:ores_in_ground/stone, minecraft:coal_ores, balm:ores, c:ore_rates/singular, c:coal_ores, c:ores"
"Minecraft","minecraft:coarse_dirt",16,"Coarse Dirt","minecraft:dirt"
"Minecraft","minecraft:coast_armor_trim_smithing_template",1221,"Smithing Template","minecraft:trim_templates"
"Minecraft","minecraft:cobbled_deepslate",9,"Cobbled Deepslate","minecraft:stone_tool_materials, c:deepslate_cobblestone, minecraft:stone_crafting_materials, c:cobblestone"
"Minecraft","minecraft:cobbled_deepslate_slab",630,"Cobbled Deepslate Slab","spectrum:no_cinderhearth_doubling, minecraft:slabs"
"Minecraft","minecraft:cobbled_deepslate_stairs",613,"Cobbled Deepslate Stairs","spectrum:no_cinderhearth_doubling, minecraft:stairs"
"Minecraft","minecraft:cobbled_deepslate_wall",393,"Cobbled Deepslate Wall","spectrum:no_cinderhearth_doubling, minecraft:walls"
"Minecraft","minecraft:cobblestone",22,"Cobblestone","minecraft:stone_tool_materials, minecraft:stone_crafting_materials, c:cobblestone, c:normal_cobblestone"
"Minecraft","minecraft:cobblestone_slab",247,"Cobblestone Slab","spectrum:no_cinderhearth_doubling, minecraft:slabs"
"Minecraft","minecraft:cobblestone_stairs",282,"Cobblestone Stairs","spectrum:no_cinderhearth_doubling, minecraft:stairs"
"Minecraft","minecraft:cobblestone_wall",375,"Cobblestone Wall","spectrum:no_cinderhearth_doubling, minecraft:walls"
"Minecraft","minecraft:cobweb",172,"Cobweb","spectral_seas:grave_trash"
"Minecraft","minecraft:cocoa_beans",903,"Cocoa Beans",""
"Minecraft","minecraft:cod",895,"Raw Cod","c:foods, naturalist:duck_food_items, dynamiccrosshair:usable, forge:raw_fishes, spectrum:raw_water_meats, minecraft:fishes, ecologics:penguin_tempt_items, c:raw_fish"
"Minecraft","minecraft:cod_bucket",877,"Bucket of Cod","c:entity_water_buckets, dynamiccrosshair:blocks, c:mob_buckets, bookshelf:mob_buckets"
"Minecraft","minecraft:cod_spawn_egg",976,"Cod Spawn Egg","spectrum:spawn_eggs"
"Minecraft","minecraft:command_block",373,"Command Block",""
"Minecraft","minecraft:command_block_minecart",1084,"Minecart with Command Block",""
"Minecraft","minecraft:comparator",639,"Redstone Comparator",""
"Minecraft","minecraft:compass",888,"Compass","minecraft:compasses"
"Minecraft","minecraft:composter",1153,"Composter","c:villager_job_sites"
"Minecraft","minecraft:conduit",598,"Conduit",""
"Minecraft","minecraft:cooked_beef",948,"Steak","spectrum:common_meats, c:foods, dynamiccrosshair:usable"
"Minecraft","minecraft:cooked_chicken",950,"Cooked Chicken","spectrum:common_meats, c:foods, dynamiccrosshair:usable"
"Minecraft","minecraft:cooked_cod",899,"Cooked Cod","dynamiccrosshair:usable, spectrum:water_meats, forge:cooked_fishes, c:foods, c:cooked_fish, minecraft:fishes"
"Minecraft","minecraft:cooked_mutton",1086,"Cooked Mutton","spectrum:common_meats, c:foods, dynamiccrosshair:usable"
"Minecraft","minecraft:cooked_porkchop",842,"Cooked Porkchop","c:foods, dynamiccrosshair:usable, minecraft:piglin_food, spectrum:lean_meats"
